TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-10-24,2024-10-24,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7749.75,7905.80,7581.90,7644.75,7644.75,7705.40,,7648.05,,,11474,88866151.00,2975,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,727.20,753.15,727.20,747.90,747.90,742.00,,748.25,,,19294,14394717.00,901,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1274.45,1287.95,1260.40,1264.00,1264.00,1274.40,,1263.65,,,43008,54680648.00,3809,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,53.25,54.79,52.01,53.10,53.10,53.56,,53.10,,,78872,4191922.00,441,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,83.99,83.99,80.60,83.22,83.50,83.10,,83.22,,,63688,5254669.00,742,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.27,7.27,6.51,6.94,6.92,7.06,,6.94,,,12106,84703.00,141,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,10.98,11.43,10.30,10.63,11.43,10.98,,10.63,,,3810,41335.00,43,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,225.00,234.90,223.15,227.50,227.50,225.50,,227.65,,,256013,58903479.00,3190,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,180.65,182.10,174.70,180.85,181.05,178.15,,177.85,,,1497,267707.00,65,F1,1,,,,,
2024-10-24,2024-10-24,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7597.95,7714.00,7549.45,7646.75,7646.75,7595.25,,7645.05,,,524,4001732.00,295,F1,1,,,,,
