TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-12-04,2024-12-04,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7558.00,7719.90,7558.00,7664.20,7670.25,7538.70,,7664.20,,,10288,78755124.00,3353,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,841.45,859.45,830.00,851.85,852.90,837.90,,851.90,,,33667,28538764.00,1833,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1329.95,1329.95,1310.00,1322.00,1322.00,1318.50,,1320.95,,,18797,24803491.00,1044,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,59.20,59.20,57.40,57.73,57.73,58.42,,57.73,,,59165,3445181.00,309,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,80.90,80.90,79.21,79.90,79.90,79.68,,79.90,,,59417,4753555.00,637,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,9.17,9.62,8.91,9.62,9.62,9.17,,9.62,,,81542,769131.00,195,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.39,7.39,7.00,7.21,7.21,7.10,,7.21,,,87693,621306.00,256,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.39,11.39,10.93,11.01,11.34,11.18,,11.01,,,14382,159411.00,59,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,215.45,218.00,209.70,211.15,211.70,214.25,,211.10,,,114776,24539766.00,2168,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7482.35,7482.35,7313.90,7384.10,7395.00,7395.05,,7385.75,,,707,5226678.00,255,F1,1,,,,,
2024-12-04,2024-12-04,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,37.00,37.99,36.51,36.85,37.00,36.84,,36.85,,,42970,1596658.00,363,F1,1,,,,,
